commissioning_date,municipality,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,electrical_capacity,municipality_code,project_name,production,tariff,notification_date,contract_period_end,street,canton,company,lat,lon,data_source
2013-09-01,Küsnacht,Renewable energy,Bioenergy,,Biomass and biogas,0.08,8700,Zweckverband ARA Küsnacht-Erlenbach-Zumikon - ARA KEZ,397.23891,,2008-11-24,,Gartenstrasse 2,ZH,Zweckverband ARA Küsnacht-Erlenbach-Zumikon,47.3196,8.5899,BFE
2013-09-01,Orbe,Renewable energy,Hydro,,Run-of-river,1.012,1350,VO Energies Production Centrale hydraulique des Moulinets,4156.637130000001,,2008-05-01,,Rue des Moulinets ,VD,VO Energies Production S.A.,46.7227,6.5432,BFE
2013-09-02,Oberdorf,Renewable energy,Solar,,Connected unit,0.105,6370,PV Achermann Living AG Oberdorf - Flachdach Gewerbehaus Aa-Gwärb,84.04277999999998,,2009-04-24,,Aawasserstrasse 2,NW,Achermann Living AG,46.9515,8.3893,BFE
2013-09-02,Rümlang,Renewable energy,Solar,,Connected unit,0.12399,8153,PV Elektrizitätswerk Rümlang Genossenschaft - Schulhaus Rümlang,83.9989,,2011-07-22,,Rümelbachstrasse 30,ZH,Elektrizitätswerk Rümlang Genossenschaft,47.4485,8.5275,BFE
2013-09-03,Remetschwil,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.25,5453,B agrino Remetschwil -landwirtschaftliche Biogasanlage,903.2373000000001,,2010-02-02,,"Algier 20, Busslingen",AG,Agrino Imboden & Peterhans,47.4073,8.3351,BFE
2013-09-04,Gossau,Renewable energy,Bioenergy,,Biomass and biogas,0.045,8625,B Zweckverband ARA Gossau Grüningen - Ersatz BHKW,256.2477,,2011-09-07,,Heidenrietstrasse 9,ZH,Zweckverband Abwasserreinigunganlage Gossau Grüningen,47.3051,8.7558,BFE
2013-09-09,Flims Dorf,Renewable energy,Hydro,,Drinking water plant,0.03,7017,K Flims Electric AG Flims Dorf - TWKW Muletg,66.95726,,2011-12-08,,Via dil Casti 17,GR,Flims Electric AG,46.8551,9.2685,BFE
2013-09-09,Balerna,Renewable energy,Solar,,Connected unit,0.09085,6828,PV Agere SA Balerna ,107.69860999999999,,2011-08-23,,Via San Gottardo 90a,TI,Agere SA,45.8429,9.0078,BFE
2013-09-12,Altstätten,Renewable energy,Bioenergy,,Biomass and biogas,0.064,9450,B Stadt Altstätten - BHKW ARA Altstätten,313.45143999999993,,2012-06-12,,Hinterdammstrasse 10,SG,Stadt Altstätten - Abwasserreinigungsanlage,47.3694,9.5467,BFE
2013-09-15,Visperterminen,Renewable energy,Solar,,Integrated unit,0.0842,3932,PV Armand Bernhardsgrütter Visperterminen - Riedhofstrom,88.92428999999998,,2008-05-02,,Riedhof ,VS,Landwirtschaft,46.2554,7.9363,BFE
2013-09-17,Hildisrieden,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.09,6024,Biogas ESR AG Hildisrieden,590.93336,,2008-09-25,,Oeli ,LU,Biogas ESR AG,47.1463,8.235,BFE
2013-09-18,Zürich,Renewable energy,Solar,,Connected unit,0.0518,8055,PV Familienheim-Genossenschaft Zürich - Solarkraftwerk Grünmatt Haus 13,40.543,,2010-07-20,,Grünmattstrasse 42-64,ZH,Familienheim-Genossenschaft Zürich,47.3642,8.4903,BFE
2013-09-18,Cournillens,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.116,1721,B ZossoEcoénergie SARL Cournillens,752.47775,,2008-12-02,,Route de la Fusion 1,FR,ZossoEcoénergie SARL,46.8514,7.0692,BFE
2013-09-18,Zürich,Renewable energy,Solar,,Connected unit,0.0632,8055,PV Familienheim-Genossenschaft Zürich - Solarkraftwerk Grünmatt Haus 12,50.232099999999996,,2010-07-20,,Grünmattstrasse 40,ZH,Familienheim-Genossenschaft Zürich,47.3642,8.4903,BFE
2013-09-19,Davos Dorf,Renewable energy,Solar,,Connected unit,0.075,7260,PV Davos Biogas GmbH Davos Dorf - Anlage Remise,67.64944,,2011-05-18,,Duchliweg 13,GR,Davos Biogas GmbH,46.7783,9.879,BFE
2013-09-20,Herisau,Renewable energy,Solar,,Connected unit,0.0567,9100,PV THO Immo AG Herisau,39.8179,,2009-12-17,,Bahnhofstrasse 25,AR,THO Immo AG,47.379,9.2876,BFE
2013-09-23,Spiez,Renewable energy,Solar,,Connected unit,0.0996,3700,PV Ausbildungzentrum Schweizer Fleischwirtschaft,50.1804,,2011-09-21,,Schachenstrasse 43,BE,Ausbildungszentrum Schweizer Fleischwirtschaft - ABZ Spiez,46.682,7.6712,BFE
2013-09-24,Liestal,Renewable energy,Solar,,Connected unit,0.303,4410,PV Artilux-Herzig AG Liestal,283.23748,,2010-11-10,,Industriestrasse 17,BL,Artilux-Herzig AG,47.483,7.7254,BFE
2013-09-24,Buchs,Renewable energy,Bioenergy,,Biomass and biogas,11.15,5033,B GEKAL Buchs - KVA 2010,34166.86,,2014-12-23,,Im Lostorf 11,AG,Gemeindeverband für Kehrichtbeseitigung,47.3931,8.0756,BFE
2013-09-26,Iselisberg,Renewable energy,Solar,,Connected unit,0.0801,8524,PV Etawatt AG Iselisberg,72.44202,,2008-06-12,,Iselisbergstrasse 17,TG,Etawatt AG,47.5822,8.8286,BFE
2013-09-26,Eschlikon,Renewable energy,Solar,,Connected unit,0.53924,8360,PV EKZ Eschlikon - Meili,493.41790000000003,,2011-07-04,,Friedtal 8,TG,Elektrizitätswerke des Kantons Zürich (EKZ),47.4601,8.9655,BFE
2013-09-26,St-Légier-La Chiésaz,Renewable energy,Solar,,Connected unit,0.1076,1806,PV Riviera Carburant Lavage SA St-Legier - Aurore,109.04775,,2009-11-26,,Chemin de la Veyre d'en Haut 13,VD,Riviera Carburant Lavage SA,46.5008,6.9075,BFE
2013-09-27,Meggen,Renewable energy,Solar,,Integrated unit,0.09982,6045,PV Gemeinde Meggen - Meggenhorn ,54.50115,,2011-10-12,,Meggenhornstrasse 54,LU,Gemeinde Meggen,47.0504,8.3709,BFE
2013-09-28,Rütihof,Renewable energy,Solar,,Connected unit,0.0972,5406,PV AEW Energie AG Rütihof - Schöni,86.76505999999999,,2010-03-24,,Müslen 3,AG,AEW Energie AG,47.4383,8.2658,BFE
2013-09-30,St-Légier-La Chiésaz,Renewable energy,Solar,,Connected unit,0.1035,1806,PV Riviera Carburant Lavage SA St-Legier - Crepuscule,92.4015,,2009-11-26,,Chemin de la Veyre d'en Haut 13,VD,Riviera Carburant Lavage SA,46.5008,6.9075,BFE
2013-10-02,Domat/Ems,Renewable energy,Solar,,Connected unit,0.2,7013,PV Rhiienergie AG Domat/Ems - Heineken,194.35460999999998,,2008-10-15,,Paleu Sura 4,GR,Rhiienergie AG,46.8193,9.4528,BFE
2013-10-02,Baden,Renewable energy,Hydro,,other Hydro,0.52,5400,KW Aue Dotier KW,3016.0145200000006,,2008-11-03,,Haselstrasse 15,AG,Limmatkraftwerke AG,47.4716,8.2925,BFE
2013-10-03,Gwatt,Renewable energy,Solar,,Connected unit,0.0716,3645,PV Baumat AG Gwatt,64.75189,,2009-07-13,,Eisenbahnstrasse 91,BE,Baumat AG,46.7107,7.6157,BFE
2013-10-08,Grafenried,Renewable energy,Solar,,Connected unit,0.16905,3308,"PV HUMA Immobilien AG Grafenried - Indachanlage, Montageart Vertikal",86.58796,,2011-10-21,,Sägeweg 19,BE,HUMA Immobilien AG,47.0784,7.5076,BFE
2013-10-08,Ilanz,Renewable energy,Solar,,Connected unit,0.0436,7130,PV Raiffeisen Surselva Ilanz - Neubau RF Ilanz,41.851060000000004,,2011-09-12,,Glennerstrasse 7,GR,Raiffeisen Surselva,46.7672,9.194,BFE
2013-10-14,Malters,Renewable energy,Solar,,Connected unit,0.0632,6102,PV Hug AG Malters - Dach Verwaltungsgebäude,54.273990000000005,,2008-05-13,,Neumühlestrasse 4,LU,Hug AG,47.0342,8.1939,BFE
2013-10-15,Belp,Renewable energy,Solar,,Connected unit,0.0426,3123,PV Zaugg Belp AG - Dach Lagerhalle,43.7256,,2010-07-05,,Fahrhubelweg 7,BE,Zaugg Belp AG,46.8933,7.5074,BFE
2013-10-18,Steinhausen,Renewable energy,Solar,,Connected unit,0.0926,6312,PV Gemeinde Steinhausen - Sunnegrund II,58.867140000000006,,2009-07-28,,Blickensdorferstrasse 17,ZG,Gemeinde Steinhausen,47.1988,8.4864,BFE
2013-10-23,Itingen,Renewable energy,Solar,,Connected unit,0.0327,4452,PV JG Immobilien AG Itingen,28.764,,2010-10-28,,Zelgliweg 12,BL,JG Immobilien AG,47.4635,7.7867,BFE
2013-10-28,Aigle,Renewable energy,Solar,,Connected unit,0.1024,1860,PV Atmosclear SA Aigle - Patrimonium Asset Management SA,95.58375,,2008-05-27,,Chemin Pre d'Emoz 23-25-27,VD,Atmosclear SA,46.3139,6.969,BFE
2013-10-28,Münchenstein,Renewable energy,Solar,,Connected unit,0.8055,4142,PV Genossenschaft Migros Münchenstein - Verteilzentrum,673.43025,,2010-02-21,,Ruchfeldstrasse 15,BL,Genossenschaft Migros,47.5175,7.6115,BFE
2013-10-28,Basel,Renewable energy,Solar,,Integrated unit,0.035,4058,PV Immobilien Basel Stadt - Schrägdach Wohnhaus Bäumlihofstrasse 62-66,35.13405,,2008-12-29,,Bäumlihofstrasse 62-66,BS,Immobilien Basel Stadt,47.5662,7.6154,BFE
2013-10-28,Basel,Renewable energy,Solar,,Integrated unit,0.035,4058,PV Immobilien Basel Stadt - Schrägdach Wohnhaus - Bäumlihofstrasse 54-58,34.859559999999995,,2008-12-29,,Bäumlihofstrasse 54-58,BS,Immobilien Basel Stadt,47.5662,7.6154,BFE
2013-10-29,Ballwil,Renewable energy,Solar,,Connected unit,0.0641,6275,PV Gemeinde Ballwil - Schulhaus,59.91827999999999,,2008-11-27,,Ambar 9,LU,Gemeinde Ballwil,47.1562,8.3311,BFE
2013-10-30,Widnau,Renewable energy,Solar,,Connected unit,0.04862,9443,PV Rheinunternehmen Widnau - Werkhof,12.897920000000001,,2011-10-20,,Rheinbaustrasse 2,SG,Rheinunternehmen,47.4016,9.6342,BFE
2013-10-30,Wettingen,Renewable energy,Solar,,Connected unit,0.0879,5430,PV Elektrizitäts- und Wasserwerk Wettingen - EWW Werkhof,83.14737000000001,,2010-12-16,,Fohrhölzlistrasse 11,AG,Elektrizitäts- und Wasserwerk Wettingen,47.4629,8.3321,BFE
2013-10-31,Hittnau,Renewable energy,Solar,,Connected unit,0.0982,8335,PV EKZ Hittnau - MZH,86.78950999999999,,2011-02-03,,Jakob Stutz-Strasse 60,ZH,Elektrizitätswerke des Kantons Zürich (EKZ),47.3672,8.8296,BFE
2013-11-01,Dübendorf,Renewable energy,Bioenergy,,Biomass and biogas,0.4,8600,ARA Neugut Dübendorf Neues BHKW,1444.8315199999997,,2008-12-22,,Otto-Jaag-Strasse 15,ZH,ARA Neugut,47.3928,8.6206,BFE
2013-11-01,Frauenfeld,Renewable energy,Solar,,Connected unit,0.0551,8503,PV Werkbetriebe Frauenfeld,57.0801,,2009-10-19,,Industriestrasse 14,TG,Werkbetriebe Frauenfeld,47.55,8.9,BFE
2013-11-01,Walzenhausen,Renewable energy,Solar,,Connected unit,0.1381,9428,PV Elektra Walzenhausen - KNAG,120.40674,,2008-05-15,,Gaismoos 470,AR,Elektra Walzenhausen,47.4451,9.6074,BFE
2013-11-01,Péry,Renewable energy,Hydro,,Run-of-river,0.16,2603,K Rondchâtel Dynamo-Stations GmbH - Wasserkraftwerk Fabrik Schleiferei,835.9784000000001,,2015-01-03,,Rondchâtel 237,BE,Rondchâtel Dynamo-Stations GmbH,47.1936,7.2553,BFE
2013-11-04,Lenzburg,Renewable energy,Solar,,Connected unit,0.0359,5600,PV LenzPORTAL AG Lenzburg,35.59911999999999,,2009-07-22,,Bahnhofstrasse 41,AG,LenzPORTAL AG,47.3804,8.1744,BFE
2013-11-05,Bex,Renewable energy,Solar,,Connected unit,0.06222,1880,PV Echenard SA Bex -1,31.92016,,2011-11-03,,Z.I. En Vannel C,VD,Echenard SA,46.2414,7.0632,BFE
2013-11-05,Péry,Renewable energy,Hydro,,Diversion plant,3.0,2603,KW Ciments Vigier SA Péry - Rondchâtel ,13783.779,,2008-10-08,,Z.I. Rondchâtel ,BE,Ciments Vigier SA,47.1936,7.2553,BFE
2013-11-06,Eschenbach,Renewable energy,Solar,,Connected unit,0.0472,6274,PV SISTAG AG Eschenbach,39.296879999999994,,2010-07-07,,Alte Kantonsstrasse 7,LU,SISTAG AG,47.1252,8.314,BFE
2013-11-07,Neuenkirch,Renewable energy,Solar,,Integrated unit,0.2807,6206,PV Genossenschaft Windenergieanlage Diegenstal (GWD) Neuenkirch,219.19344,,2008-07-30,,Paradies,LU,Genossenschaft Windenergieanlage Diegenstal GWD,47.0961,8.2019,BFE
2013-11-08,Trübbach,Renewable energy,Solar,,Connected unit,0.0559,9477,PV Dorfkorporation Azmoos - Schulhaus + Turnhalle Seidenbaum,61.875789999999995,,2011-06-10,,Seidenbaumstrasse 1,SG,Dorfkorporation Azmoos,47.0781,9.4882,BFE
2013-11-08,Meilen,Renewable energy,Solar,,Connected unit,0.054,8706,PV Zweckverband ARA Meilen - Flachdach Biofiltration,46.30774,,2010-07-20,,Alte Landstrasse 142,ZH,Zweckverband ARA  Meilen-Herrliberg-Uetikon am See,47.2778,8.6376,BFE
2013-11-11,Törbel,Renewable energy,Hydro,,Drinking water plant,0.045,3923,TWKW KWT Törbel Moosalp AG - Gruebe,130.54954999999998,,2009-04-23,,Kleinmättji 1,VS,KWT Törbel Moosalp AG ,46.2444,7.8311,BFE
2013-11-12,Müstair,Renewable energy,Hydro,,Drinking water plant,0.045,7537,K Cumün da Val Müstair - Trinkwasserkraftwerk Spinai / Müstair,161.87470000000002,,2012-02-28,,Spinai Reservoir,GR,Cumün da Val Müstair,46.6273,10.4477,BFE
2013-11-13,Unterstammheim,Renewable energy,Solar,,Integrated unit,0.2021,8476,PV Landi Stammertal Unterstammheim - Neubau Landiladen,191.66146999999998,,2010-08-13,,Amtsacker 2,ZH,Landi Stammertal,47.6476,8.7897,BFE
2013-11-13,Diessenhofen,Renewable energy,Solar,,Connected unit,0.2813,8253,PV Solarstrom Birkenhof Diessenhofen,274.73925,,2010-03-19,,Birkenhof ,TG,Solarstrom Birkenhof,47.6799,8.7384,BFE
2013-11-14,Raron,Renewable energy,Solar,,Connected unit,0.0686,3942,PV Energieversorgung Raron AG Raron - Hangar Raron,78.20245000000001,,2008-07-03,,Obri Blaggere,VS,Energieversorgung Raron AG,46.3134,7.781,BFE
2013-11-14,Nürensdorf,Renewable energy,Solar,,Connected unit,0.103,8309,PV Gemeindeverwaltung Nürensdorf - Schulhaus,101.89750000000001,,2010-07-05,,Hatzenbühlstrasse 25,ZH,Gemeindeverwaltung Nürensdorf,47.455,8.6512,BFE
2013-11-14,Nürensdorf,Renewable energy,Solar,,Connected unit,0.0832,8309,PV Gemeindeverwaltung Nürensdorf - Turnhalle,82.37335999999999,,2010-07-05,,Hatzenbühlstrasse 35,ZH,Gemeindeverwaltung Nürensdorf,47.455,8.6512,BFE
2013-11-15,Ziegelbrücke,Renewable energy,Solar,,Connected unit,0.0339,8866,PV SPV Berufsschule Ziegelbrücke - Autounterstand,36.14927,,2010-11-04,,Berufsschulareal 1,GL,Kantonale Berufsschule,47.1363,9.0618,BFE
2013-11-15,Gwatt,Renewable energy,Solar,,Connected unit,0.1463,3645,PV Energie Thun AG Gwatt - Meier Systems AG (C.F.L.-Lohnerstrasse 29),142.92430999999996,,2009-10-01,,C. F. L.-Lohnerstrasse 29,BE,Energie Thun AG,46.7107,7.6157,BFE
2013-11-19,Rothenthurm,Renewable energy,Solar,,Connected unit,0.1344,6418,PV Elektrizitätswerk Schwyz AG Rothenthurm - Mehrzweckgebäude,110.75094,,2008-10-02,,Müllernstrasse 10,SZ,Elektrizitätswerk Schwyz AG (EWS),47.0973,8.6772,BFE
2013-11-20,Berg,Renewable energy,Solar,,Connected unit,0.1134,8572,PV Gemeindeverwaltung Berg,99.71277,,2008-05-07,,Säntisstrasse 6,TG,Gemeindeverwaltung Berg,47.5971,9.1835,BFE
2013-11-20,Zürich,Renewable energy,Solar,,Connected unit,0.0356,8055,PV Familienheim-Genossenschaft Zürich - Solarkraftwerk Grünmatt Haus 11,28.828179999999996,,2010-07-20,,Grünmattstrasse 40,ZH,Familienheim-Genossenschaft Zürich,47.3642,8.4903,BFE
2013-11-21,Bazenheid,Renewable energy,Solar,,Connected unit,0.13,9602,PV Zweckverband Abfallverwertung Bazenheid - Sobag,130.49276,,2008-05-02,,Zwizacherstrasse 19,SG,Zweckverband Abfallverwertung Bazenheid,47.4121,9.0667,BFE
2013-11-21,Davos Platz,Renewable energy,Hydro,,Drinking water plant,0.132,7270,K Davos Klosters Bergbahnen AG Davos Platz - Kleinkraftwerk Bolgen,451.60810000000004,,2013-07-08,,Skistrasse 26,GR,Davos Klosters Bergbahnen AG,46.7858,9.8154,BFE
2013-11-21,Bassins,Renewable energy,Solar,,Integrated unit,0.0504,1269,PV Jean-Marc Genevay Bassins - 16,51.06925,,2010-12-07,,Rue de la Ravière 16,VD,Jean-Marc Genevay,46.4878,6.2,BFE
2013-11-21,Chur,Renewable energy,Solar,,Connected unit,0.4807,7000,PV EG Sonnenstromm-Weber Chur,501.34155000000004,,2011-04-21,,Felsenaustrasse 31A,GR,EG Sonnenstrom-Weber,46.8535,9.5309,BFE
2013-11-21,Bremgarten,Renewable energy,Solar,,Connected unit,0.1879,5620,PV Stadelmann Zelte GmbH Bremgarten,178.66623,,2011-08-17,,Wohlerstrasse 41,AG,Stadelmann Zelte GmbH,47.355,8.3294,BFE
2013-11-25,Basel,Renewable energy,Solar,,Integrated unit,0.049,4058,PV Immobilien Basel Stadt - Schrägdach Wohnhaus - Magdenstrasse 21-25,36.360020000000006,,2008-12-29,,Magdenstrasse 21-25,BS,Immobilien Basel Stadt,47.5662,7.6154,BFE
2013-11-25,Flims Dorf,Renewable energy,Bioenergy,,Biomass and biogas,0.0465,7017,B Gde. Flims - BHKW ARA,123.96135000000001,,2012-12-03,,Via Punt la Reisga 2,GR,Gemeinde Flims - Abwasserreinigungsanlage,46.8551,9.2685,BFE
2013-11-25,Dussnang,Renewable energy,Solar,,Connected unit,0.1774,8374,PV Landi Tannzapfenland Dussnang,158.87549999999996,,2010-04-13,,Tanneggerstrasse 4,TG,Landi Tannzapfenland,47.4234,8.9446,BFE
2013-11-25,Basel,Renewable energy,Solar,,Integrated unit,0.034,4058,PV Immobilien Stadt Basel - Magdenstrasse 11+13 + 15-17,34.34064,,2008-12-29,,Magdenstrasse 11+13 15-17,BS,Immobilien Basel Stadt,47.5662,7.6154,BFE
2013-11-27,Lichtensteig,Renewable energy,Hydro,,Run-of-river,0.52,9620,Kraftwerk Stadtbrücke AG Diepoldsau - Lichtensteig,2488.3530299999998,,2008-12-29,,Schleusenstrasse,SG,Kraftwerk Stadtbrücke AG,47.3178,9.0969,BFE
2013-11-27,Benken,Renewable energy,Solar,,Connected unit,0.45,8717,PV Toastmaster Tellmac AG Benken - Romer's Hausbäckerei AG,212.2248,,2011-09-29,,Neubruchstrasse,SG,Toastmaster Tellmac AG,47.1924,8.996,BFE
2013-11-28,Sierre,Renewable energy,Hydro,,Drinking water plant,0.132,3960,Groupe Eau Potable Navizence,1082.71099,,2008-10-06,,Avenue Général Guisan 2,VS,Forces motrices de la Gougra SA,46.2968,7.5052,BFE
2013-11-29,Salavaux,Renewable energy,Solar,,Integrated unit,0.2897,1585,PV Birseck Solar AG Salavaux - Tombez,304.6925,,2011-05-09,,Les Savoies 6,VD,Birseck Solar AG,46.9233,7.0269,BFE
2013-11-29,Ferden,Renewable energy,Hydro,,Run-of-river,0.96,3916,KW Gemeinde Ferden - Kleinwasserkraftwerk Dornbach,2774.94226,,2009-03-06,,Leischa 1,VS,Gemeinde Ferden,46.3911,7.7412,BFE
2013-11-29,Mittelhäusern,Renewable energy,Solar,,Connected unit,0.0312,3147,PV Primo Energien AG Mittelhäusern,32.501,,2010-11-04,,Grossgschneitstrasse 54e,BE,Primo Energien AG,46.8727,7.3715,BFE
2013-11-30,Konolfingen,Renewable energy,Solar,,Connected unit,0.23725,3510,PV Polymere Compound AG Konolfingen,232.74810000000002,,2011-05-10,,Emmentalstrasse 45,BE,Polymere Compound AG,46.8789,7.6181,BFE
2013-11-30,Schinznach-Dorf,Renewable energy,Solar,,Integrated unit,0.0775,5107,PV ck-Lohnarbeiten AG Schinznach-Dorf,80.97542999999999,,2010-06-17,,Talbachweg 2,AG,ck-Lohnarbeiten AG,47.455,8.1326,BFE
2013-12-01,Erlenbach i.S.,Renewable energy,Hydro,,Drinking water plant,0.055,3762,K TWKW Oberberg Erlenbach,406.84229999999997,,2008-05-02,,Graben 311,BE,Wasserversorgung der Einwohnergemeinde Erlenbach i.S.,46.6559,7.5216,BFE
2013-12-01,Birsfelden,Renewable energy,Solar,,Connected unit,0.39725,4127,PV Amt für Industrielle Betriebe AIB Birsfelden - Mischwasserbecken und Schlammbehandlung,424.504,,2011-07-22,,Freulerstrasse 1,BL,Amt für Industrielle Betriebe AIB,47.5481,7.6269,BFE
2013-12-02,Wuppenau,Renewable energy,Solar,,Connected unit,0.0924,9514,PV Fuchs Wohnbau AG Wuppenau - Werkhalle,87.64473,,2010-01-25,,Bachweg 1,TG,Fuchs Wohnbau AG,47.4984,9.1089,BFE
2013-12-03,Langenbruck,Renewable energy,Solar,,Connected unit,0.0316,4438,PV Oekozentrum Langenbruck - OeZL 2,27.115,,2010-07-06,,Schwengiweg 12,BL,Solarspar,47.3577,7.769,BFE
2013-12-03,Sils Maria,Renewable energy,Hydro,,Drinking water plant,0.17,7514,K TWKW Munt,854.3422200000001,,2009-03-24,,Chalchais,GR,Politische Gemeinde Sils i.E. / Segl,46.3755,9.7897,BFE
2013-12-04,Guntalingen,Renewable energy,Solar,,Connected unit,0.07776,8468,PV Pneu Service Guntalingen - Tannholz,79.40988,,2010-02-25,,Tannholz,ZH,Pneu Service,47.6208,8.767,BFE
2013-12-04,Wuppenau,Renewable energy,Solar,,Connected unit,0.0563,9514,PV Hubmann Transport GmbH Wuppenau,49.16396999999999,,2010-08-09,,Wiesengrund 1,TG,Hubmann Transport GmbH,47.4984,9.1089,BFE
2013-12-05,Volketswil,Renewable energy,Solar,,Connected unit,0.3721,8604,PV Sereba Immobilien AG Volketswil - Hölzliwisenstrasse Meister,309.31727,,2009-01-05,,Hölzliwisenstrasse 5,ZH,Sereba Immobilien AG,47.3949,8.6819,BFE
2013-12-05,Stoos,Renewable energy,Solar,,Integrated unit,0.1222,6433,PV Martin Langenegger Stoos - Stall Neubau,48.734730000000006,,2011-10-11,,Kehlenberg,SZ,Martin Langenegger,46.9698,8.6616,BFE
2013-12-05,Burgdorf,Renewable energy,Solar,,Integrated unit,0.03182,3400,WBG Meisenweg Burgdorf - 1,32.673,,2010-09-24,,Meiefeldstrasse 29/31,BE,WBG Meisenweg,47.0576,7.6178,BFE
2013-12-05,Burgdorf,Renewable energy,Solar,,Integrated unit,0.03182,3400,WBG Meisenweg Burgdorf - 2,32.962,,2010-09-24,,Meiefeldstrasse 33/35,BE,WBG Meisenweg,47.0576,7.6178,BFE
2013-12-06,Wuppenau,Renewable energy,Solar,,Connected unit,0.0941,9514,PV Fuchs Immo Concept GmbH Wuppenau - Lagerhalle,89.82610999999999,,2010-01-22,,Bachweg 3,TG,Fuchs Immo Concept GmbH,47.4984,9.1089,BFE
2013-12-06,Sachseln,Renewable energy,Solar,,Connected unit,0.1771,6072,PV Maxon Motor AG Sachseln - mmag TC3,151.68572999999998,,2009-08-06,,Brünigstrasse 222,OW,Maxon Motor AG,46.8231,8.2434,BFE
2013-12-06,Gwatt,Renewable energy,Solar,,Connected unit,0.45236,3645,PV GLB-Thun/Oberland Gwatt - Halle 9+11,385.56160000000006,,2011-04-14,,Moosweg 11,BE,GLB-Seeland,46.7107,7.6157,BFE
2013-12-09,Lausanne,Renewable energy,Solar,,Connected unit,0.3591,1007,PV SI-REN SA Lausanne - 003_CGN_PV,347.49500000000006,,2008-10-02,,Rhodanie 17,VD,SI-REN SA,46.5177,6.609,BFE
2013-12-09,Krummenau,Renewable energy,Solar,,Connected unit,0.0406,9643,PV Amacker GmbH Krummenau - Halle Sägerei,37.849810000000005,,2010-09-01,,Hof 1929,SG,Amacker GmbH,47.2675,9.1924,BFE
2013-12-09,Wyssachen,Renewable energy,Solar,,Connected unit,0.0333,4954,PV Peter Zaugg Wyssachen - Schrägdach,35.679,,2010-09-20,,Hägsbach 81,BE,Peter Zaugg,47.0743,7.8208,BFE
2013-12-10,Uster,Renewable energy,Solar,,Connected unit,0.3198,8610,*PV Neue Solarstrom AG Uster,49.263400000000004,,2009-10-26,,Hallenbadweg 15,ZH,Neue Solarstrom AG,47.353,8.723,BFE
2013-12-10,Kägiswil,Renewable energy,Solar,,Connected unit,0.4993,6056,PV Naturaenergie AG Kägiswil,458.02119999999996,,2010-12-28,,Sonnenhof 1,OW,Naturaenergie AG,46.9152,8.2529,BFE
2013-12-10,Henniez,Renewable energy,Solar,,Connected unit,0.2193,1525,PV Groupe E Greenwatt SA Henniez - Nestlé Waters Rte de la Gare 1,203.546,,2011-08-15,,Avenue de la Gare 1,VD,Groupe E Greenwatt SA,46.7287,6.8746,BFE
2013-12-10,Henniez,Renewable energy,Solar,,Connected unit,0.323,1525,PV Groupe E-Greenwatt SA Henniez - Nestlé Waters Av. des Bains 12,328.81,,2011-08-15,,Avenue des Bains 12,VD,Groupe E Greenwatt SA,46.7287,6.8746,BFE
2013-12-10,Uster,Renewable energy,Solar,,Connected unit,0.3198,8610,*PV Energie Uster AG Uster - Blue Point,260.12760000000003,,2009-10-26,,Hallenbadweg 15,ZH,Energie Uster AG,47.353,8.723,BFE
